o_city,d_city,transport_type,Average Price,Average Duration,Distance,Category
239,453,carpooling,300.0,40.0,30.51,1
239,580,train,8585.71,568.57,807.61,3
239,628,carpooling,1433.33,123.33,176.72,1
264,5770,carpooling,500.0,60.0,40.56,1
264,5770,train,1374.0,531.8,40.56,1
272,227,bus,3540.0,792.5,249.29,2
272,628,bus,7140.0,692.5,333.67,2
272,628,train,7986.0,280.8,333.67,2
272,694,bus,5000.0,719.0,211.04,2
277,504,bus,4758.89,1614.44,798.51,2
277,714,bus,4372.22,1217.22,549.23,2
277,714,train,10088.57,611.57,549.23,2
277,809,carpooling,1260.0,166.0,183.61,1
277,1088,bus,3291.67,965.0,472.85,2
277,1088,carpooling,3100.0,400.0,472.85,2
279,580,carpooling,600.0,53.33,45.91,1
279,580,train,1335.0,152.5,45.91,1
279,628,carpooling,6833.33,606.67,689.87,2
279,694,train,13690.0,1279.0,676.13,2
279,777,train,5434.0,601.2,245.26,2
300,6576,bus,2400.0,210.0,44.17,1
317,21,bus,3500.0,965.0,582.31,2
317,21,carpooling,5800.0,540.0,582.31,2
317,21,train,10657.0,414.0,582.31,2
317,23,bus,6890.0,1260.0,803.31,3
317,23,carpooling,7100.0,610.0,803.31,3
317,23,train,20035.0,759.33,803.31,3
317,28,bus,4057.78,1097.5,545.54,2
317,28,carpooling,5112.5,452.5,545.54,2
317,28,train,10707.86,759.43,545.54,2
317,126,bus,5490.0,1510.0,496.57,2
317,126,carpooling,4816.67,476.67,496.57,2
317,126,train,9110.0,1332.5,496.57,2
317,152,carpooling,3550.0,310.0,332.54,2
317,152,train,13728.73,827.96,332.54,2
317,173,bus,4484.57,870.51,209.29,2
317,173,carpooling,3111.76,339.41,209.29,2
317,173,train,7643.33,986.5,209.29,2
317,554,bus,2286.98,562.44,309.76,2
317,554,carpooling,3150.0,288.75,309.76,2
317,554,train,8729.81,360.57,309.76,2
317,580,bus,3026.67,503.08,206.45,2
317,580,train,8810.0,326.0,206.45,2
317,628,bus,4014.86,578.43,480.41,2
317,628,carpooling,4148.75,362.31,480.41,2
317,628,train,9694.51,303.76,480.41,2
317,697,bus,5297.14,1282.5,649.23,2
317,697,carpooling,6325.0,510.0,649.23,2
317,697,train,13910.53,680.47,649.23,2
317,732,bus,1987.1,338.87,107.13,1
317,732,carpooling,1112.5,127.5,107.13,1
317,732,train,3228.33,319.92,107.13,1
317,840,bus,3143.24,537.06,154.5,1
317,840,carpooling,1800.0,180.0,154.5,1
317,845,bus,7610.0,286.0,381.87,2
317,845,carpooling,4000.0,335.0,381.87,2
317,845,train,5810.0,311.0,381.87,2
317,1411,bus,1820.0,227.78,56.17,1
317,1411,carpooling,566.67,53.33,56.17,1
317,6135,train,10540.0,318.5,462.46,2
317,7250,carpooling,2123.91,204.35,222.64,2
317,8494,carpooling,4750.0,410.0,581.25,2
317,8494,train,13045.0,1221.0,581.25,2
328,126,bus,3405.0,1236.67,460.92,2
328,126,carpooling,4025.0,355.0,460.92,2
328,126,train,15668.46,800.54,460.92,2
328,628,bus,2034.0,696.0,408.98,2
328,628,carpooling,3650.0,297.5,408.98,2
328,628,train,6157.69,239.69,408.98,2
336,200,bus,5737.5,1407.5,996.89,3
367,467,carpooling,8600.0,690.0,1044.69,3
367,504,carpooling,712.5,92.5,65.07,1
367,7882,carpooling,4275.0,430.0,435.39,2
386,809,carpooling,640.0,68.0,67.66,1
386,809,train,6420.0,121.8,67.66,1
390,437,bus,4441.67,795.83,447.63,2
411,485,bus,7190.0,1675.0,1220.59,3
424,11,bus,3916.82,1365.91,596.06,2
424,11,carpooling,6600.0,480.0,596.06,2
424,126,bus,1674.74,633.16,153.33,1
424,126,carpooling,1388.14,134.41,153.33,1
424,186,bus,7495.0,1370.0,550.69,2
424,453,bus,3786.67,763.33,588.02,2
424,453,carpooling,5150.0,447.5,588.02,2
424,453,train,11800.0,471.0,588.02,2
424,628,bus,2364.55,847.05,398.5,2
424,628,carpooling,3686.67,325.07,398.5,2
424,628,train,7359.87,392.9,398.5,2
424,697,bus,1445.0,342.5,218.27,2
424,6908,bus,8766.67,886.67,316.97,2
424,7134,bus,2645.0,2200.0,334.98,2
424,7134,carpooling,3050.0,300.0,334.98,2
424,7134,train,8158.0,647.0,334.98,2
428,99,bus,4692.5,1523.75,826.3,3
428,485,carpooling,1690.48,164.76,162.02,1
428,1061,bus,4035.0,847.5,508.62,2
428,1061,carpooling,5250.0,451.25,508.62,2
428,9141,carpooling,4200.0,342.78,421.88,2
429,28,bus,2690.0,560.0,68.02,1
429,28,carpooling,575.0,80.0,68.02,1
429,317,bus,4587.5,1435.0,589.66,2
429,562,bus,1896.0,1106.0,108.29,1
429,562,carpooling,950.0,125.0,108.29,1
434,126,bus,3592.5,791.88,520.81,2
434,126,carpooling,5700.0,410.0,520.81,2
434,126,train,9318.33,416.56,520.81,2
434,467,bus,5528.89,773.33,224.45,2
434,467,train,23569.0,480.1,224.45,2
434,546,bus,2766.67,1415.0,306.14,2
434,628,bus,1109.09,485.0,178.3,1
434,628,carpooling,1515.82,144.69,178.3,1
434,628,train,2448.0,180.33,178.3,1
434,1061,bus,2183.64,556.36,335.76,2
434,1061,train,8950.0,439.0,335.76,2
438,46,bus,2763.33,690.83,315.72,2
438,46,carpooling,3000.0,260.0,315.72,2
438,46,train,5715.15,351.7,315.72,2
438,504,bus,3116.0,902.0,659.78,2
438,504,carpooling,6600.0,550.0,659.78,2
438,504,train,13540.0,394.0,659.78,2
438,562,bus,1000.0,365.0,153.99,1
438,562,carpooling,1365.62,131.25,153.99,1
438,628,carpooling,1559.95,139.37,184.35,1
438,714,bus,1655.71,404.29,172.91,1
438,714,carpooling,1540.0,146.0,172.91,1
438,714,train,4377.5,234.75,172.91,1
440,109,bus,3790.0,1435.0,840.92,3
440,777,train,12120.0,473.6,784.05,2
440,825,bus,4845.0,1102.5,827.55,3
440,825,carpooling,6600.0,580.0,827.55,3
440,825,train,14844.29,1053.29,827.55,3
440,1885,bus,4690.0,985.0,833.45,3
446,467,bus,4535.0,960.83,161.84,1
451,57,carpooling,6981.25,611.25,745.08,2
451,57,train,19600.0,451.0,745.08,2
451,99,carpooling,3411.54,429.91,579.69,2
451,453,bus,1690.0,415.0,176.52,1
451,453,carpooling,1594.44,125.56,176.52,1
451,453,train,4610.0,202.0,176.52,1
451,467,bus,3545.0,835.0,410.36,2
451,467,train,24198.67,403.6,410.36,2
451,580,bus,8824.29,1891.43,784.45,2
451,580,train,23361.67,893.17,784.45,2
451,628,bus,3645.26,947.63,305.2,2
451,628,carpooling,2841.67,253.33,305.2,2
451,628,train,10379.05,348.67,305.2,2
451,673,bus,3398.0,1249.0,631.12,2
451,697,bus,2794.44,935.0,596.03,2
451,848,bus,3364.0,835.5,506.83,2
451,848,train,13411.11,357.11,506.83,2
451,940,bus,5326.67,831.67,422.21,2
451,940,carpooling,3742.86,392.86,422.21,2
451,1918,bus,9817.33,2358.67,1754.3,3
451,1918,carpooling,11250.0,1147.5,1754.3,3
453,11,bus,4795.0,1590.0,811.17,3
453,11,carpooling,8150.0,630.0,811.17,3
453,11,train,12576.92,641.23,811.17,3
453,23,bus,2951.43,838.57,229.58,2
453,23,carpooling,2164.58,222.08,229.58,2
453,28,bus,2957.22,625.83,440.15,2
453,28,carpooling,4012.5,370.0,440.15,2
453,33,bus,3833.33,918.1,573.28,2
453,33,carpooling,5547.62,460.0,573.28,2
453,33,train,11862.5,500.75,573.28,2
453,57,bus,4269.17,822.5,754.75,2
453,57,carpooling,7150.0,570.0,754.75,2
453,57,train,12998.75,400.25,754.75,2
453,139,bus,6223.33,1630.0,1050.79,3
453,446,bus,2225.58,754.19,106.19,1
453,446,carpooling,1286.67,139.33,106.19,1
453,451,bus,3200.0,915.0,176.52,1
453,451,carpooling,1625.0,175.0,176.52,1
453,451,train,4616.25,182.38,176.52,1
453,467,carpooling,3500.0,280.0,243.8,2
453,471,bus,2969.0,701.0,477.05,2
453,485,bus,3271.7,690.43,557.46,2
453,485,carpooling,5082.5,442.5,557.46,2
453,485,train,10215.19,649.95,557.46,2
453,504,bus,4243.33,974.17,834.65,3
453,504,carpooling,7500.0,633.75,834.65,3
453,504,train,14783.33,368.56,834.65,3
453,535,bus,5030.0,803.0,751.85,2
453,535,carpooling,6508.33,546.67,751.85,2
453,535,train,14585.71,488.64,751.85,2
453,538,bus,4090.0,1920.0,797.87,2
453,538,train,14285.0,587.5,797.87,2
453,585,bus,3972.5,971.25,762.5,2
453,585,carpooling,6750.0,570.0,762.5,2
453,628,bus,1700.0,370.0,205.84,2
453,628,carpooling,1671.11,158.68,205.84,2
453,628,train,3555.33,164.2,205.84,2
453,638,bus,4500.0,850.0,636.2,2
453,638,carpooling,5300.0,490.0,636.2,2
453,638,train,12276.67,456.67,636.2,2
453,639,bus,4234.48,1127.24,883.18,3
453,639,carpooling,8400.0,770.0,883.18,3
453,639,train,11051.33,698.77,883.18,3
453,732,bus,3652.5,1145.0,586.13,2
453,732,carpooling,5065.38,456.92,586.13,2
453,732,train,12635.0,484.53,586.13,2
453,843,carpooling,7230.0,630.0,862.71,3
453,843,train,14927.78,851.0,862.71,3
453,872,bus,3395.0,755.0,649.4,2
453,872,carpooling,6350.0,540.0,649.4,2
453,872,train,11206.0,319.4,649.4,2
453,994,bus,8690.0,2375.0,1136.72,3
453,1041,bus,2775.0,985.0,782.11,2
453,1041,carpooling,7450.0,640.0,782.11,2
453,1061,bus,2020.0,1617.0,91.04,1
453,1061,carpooling,916.36,83.83,91.04,1
453,1463,bus,2583.83,484.17,268.59,2
453,1894,carpooling,8600.0,745.0,839.79,3
453,6107,carpooling,937.5,80.0,99.74,1
453,7603,carpooling,1663.24,166.76,219.85,2
453,7603,train,6300.0,191.6,219.85,2
453,8861,train,4797.14,201.96,142.39,1
453,10719,bus,3100.0,505.0,113.15,1
453,10719,carpooling,1200.0,90.0,113.15,1
453,12166,bus,5695.0,410.0,220.96,2
453,12166,carpooling,2000.0,203.33,220.96,2
455,438,bus,3650.0,795.5,254.57,2
455,453,bus,3538.18,626.36,550.51,2
455,453,carpooling,4612.5,392.5,550.51,2
455,628,bus,2426.67,765.0,344.67,2
455,628,carpooling,2900.0,249.09,344.67,2
455,628,train,4278.89,589.22,344.67,2
455,694,bus,2496.0,684.0,427.76,2
455,694,carpooling,3575.0,425.0,427.76,2
455,694,train,8060.0,572.6,427.76,2
455,845,bus,2852.73,1039.09,247.6,2
455,845,carpooling,2110.0,199.23,247.6,2
455,2181,bus,3140.0,844.0,334.45,2
455,9077,bus,4310.0,856.15,525.66,2
455,9077,carpooling,4722.22,406.11,525.66,2
455,9077,train,8643.48,605.91,525.66,2
462,798,bus,2450.0,956.0,321.9,2
467,126,train,30561.76,494.65,742.82,2
467,134,bus,4160.0,894.17,525.1,2
467,134,train,16559.17,693.67,525.1,2
467,434,train,15030.0,532.5,224.45,2
467,451,bus,4663.86,821.33,410.36,2
467,451,carpooling,3450.0,365.0,410.36,2
467,451,train,25963.33,359.17,410.36,2
467,453,carpooling,2993.75,238.75,243.8,2
467,485,bus,4210.0,1046.67,735.04,2
467,485,train,28651.05,433.21,735.04,2
467,504,bus,5916.67,1424.44,1001.68,3
467,504,train,28514.58,705.75,1001.68,3
467,628,carpooling,4417.65,385.59,344.41,2
467,628,train,11829.81,354.97,344.41,2
467,843,bus,5700.0,1484.29,1036.81,3
467,843,train,25661.11,721.67,1036.81,3
467,1061,carpooling,3820.45,346.82,319.78,2
467,1061,train,24325.0,512.77,319.78,2
467,1933,bus,2639.88,728.44,286.16,2
467,11144,bus,1830.58,153.88,76.21,1
471,809,bus,3786.0,966.0,268.38,2
472,562,bus,1266.67,623.33,148.89,1
472,727,bus,2256.25,743.75,94.51,1
483,451,bus,1690.0,732.5,120.1,1
483,451,carpooling,1235.29,109.41,120.1,1
483,451,train,20756.0,547.4,120.1,1
483,638,bus,6526.67,1448.33,643.08,2
483,638,train,14083.33,643.33,643.08,2
485,11,bus,1850.0,372.5,253.79,2
485,11,carpooling,2670.45,231.36,253.79,2
485,11,train,4847.24,176.9,253.79,2
485,23,bus,4290.0,895.0,736.69,2
485,28,bus,3014.0,1092.0,454.11,2
485,28,carpooling,4358.33,410.0,454.11,2
485,30,bus,4980.0,782.5,366.13,2
485,54,bus,2407.86,544.11,245.26,2
485,54,carpooling,2525.0,205.0,245.26,2
485,57,bus,1593.49,637.79,201.45,2
485,57,carpooling,1685.68,164.97,201.45,2
485,76,bus,4300.0,1855.0,531.98,2
485,76,carpooling,4725.0,418.33,531.98,2
485,89,bus,2390.0,801.67,259.63,2
485,89,carpooling,2527.78,232.22,259.63,2
485,99,bus,6116.19,1462.14,974.8,3
485,102,carpooling,1910.0,166.0,187.42,1
485,109,bus,4373.24,820.88,565.82,2
485,109,carpooling,5598.75,476.25,565.82,2
485,109,train,15167.0,577.72,565.82,2
485,126,bus,5148.89,643.33,435.48,2
485,126,carpooling,4210.0,370.0,435.48,2
485,126,train,8581.67,827.0,435.48,2
485,152,bus,2275.71,758.57,270.39,2
485,152,carpooling,2850.0,247.5,270.39,2
485,152,train,7828.0,1051.07,270.39,2
485,168,bus,3777.12,785.45,543.6,2
485,168,carpooling,5575.0,430.0,543.6,2
485,168,train,10578.0,596.0,543.6,2
485,173,bus,2535.5,1055.75,300.7,2
485,173,carpooling,3418.27,294.81,300.7,2
485,188,carpooling,1550.0,142.5,158.31,1
485,192,bus,3034.12,1550.59,267.6,2
485,200,bus,2093.33,705.83,136.0,1
485,200,carpooling,1238.21,117.08,136.0,1
485,200,train,3903.57,417.0,136.0,1
485,227,carpooling,1463.75,136.44,174.09,1
485,227,train,3248.95,235.22,174.09,1
485,279,carpooling,3418.18,320.91,299.49,2
485,279,train,7319.09,548.45,299.49,2
485,317,bus,1193.33,728.33,94.33,1
485,317,carpooling,830.0,76.67,94.33,1
485,401,train,18416.0,964.2,596.24,2
485,411,bus,8023.33,1965.0,1220.59,3
485,424,bus,4455.71,1189.29,464.32,2
485,424,carpooling,4300.0,450.0,464.32,2
485,424,train,9235.0,1071.0,464.32,2
485,428,bus,3466.67,668.33,162.02,1
485,428,carpooling,1650.0,180.0,162.02,1
485,453,bus,3317.67,708.89,557.46,2
485,453,carpooling,5206.06,427.37,557.46,2
485,453,train,10535.79,1177.74,557.46,2
485,467,bus,5523.33,941.11,735.04,2
485,467,train,25725.56,288.22,735.04,2
485,504,bus,2150.0,679.08,277.63,2
485,504,carpooling,2339.52,211.81,277.63,2
485,504,train,5266.0,234.18,277.63,2
485,528,bus,3946.92,484.23,339.94,2
485,528,carpooling,3550.0,312.5,339.94,2
485,528,train,7118.0,420.0,339.94,2
485,534,bus,3535.0,680.0,297.14,2
485,534,carpooling,2900.0,230.0,297.14,2
485,534,train,5230.0,397.5,297.14,2
485,538,bus,7490.0,960.0,470.01,2
485,538,train,10610.0,1179.0,470.01,2
485,542,bus,2383.16,733.95,250.84,2
485,542,carpooling,2309.62,218.85,250.84,2
485,560,bus,2000.0,717.5,335.79,2
485,560,carpooling,3000.0,240.0,335.79,2
485,562,bus,4085.0,987.0,513.55,2
485,562,carpooling,5122.73,468.18,513.55,2
485,562,train,12170.0,582.33,513.55,2
485,580,bus,2495.0,910.83,299.46,2
485,580,carpooling,3529.17,316.67,299.46,2
485,585,bus,1900.0,340.0,217.57,2
485,585,carpooling,1800.0,185.0,217.57,2
485,585,train,4224.67,175.0,217.57,2
485,628,bus,2729.23,947.43,390.63,2
485,628,carpooling,3522.79,297.18,390.63,2
485,628,train,7073.98,413.56,390.63,2
485,630,bus,3385.0,842.0,442.73,2
485,635,bus,2770.0,675.0,494.84,2
485,635,carpooling,5675.0,500.0,494.84,2
485,705,bus,4890.0,1217.5,449.19,2
485,709,bus,3997.78,1281.67,749.08,2
485,814,bus,4200.0,1236.43,468.52,2
485,814,train,13228.57,834.29,468.52,2
485,825,bus,3400.0,685.0,470.66,2
485,825,carpooling,4150.0,520.0,470.66,2
485,825,train,7275.0,467.5,470.66,2
485,840,bus,4314.17,462.08,235.52,2
485,845,bus,2452.0,835.0,358.73,2
485,845,carpooling,3944.34,341.51,358.73,2
485,857,bus,2100.0,1160.0,290.49,2
485,857,carpooling,2890.48,238.1,290.49,2
485,857,train,6406.67,694.67,290.49,2
485,868,carpooling,6925.0,555.0,701.09,2
485,940,carpooling,3350.0,280.0,334.6,2
485,1061,bus,2990.0,1270.0,565.09,2
485,1061,carpooling,5342.86,421.9,565.09,2
485,1061,train,13490.0,940.0,565.09,2
485,1088,bus,1897.5,512.5,112.72,1
485,1918,bus,12890.0,1860.0,1386.68,3
485,2023,bus,10457.5,1466.25,996.91,3
485,2621,carpooling,7650.0,680.0,820.59,3
485,5121,bus,3349.09,650.0,353.5,2
485,5121,carpooling,3444.12,295.29,353.5,2
485,5448,bus,1840.0,596.0,83.73,1
485,5448,carpooling,900.0,94.0,83.73,1
485,5745,carpooling,366.67,60.0,39.56,1
485,5745,train,906.5,58.85,39.56,1
485,5866,carpooling,655.26,74.21,56.68,1
485,7507,bus,8900.0,1245.0,912.5,3
485,9262,carpooling,600.0,65.0,73.97,1
485,9387,bus,12090.0,1380.0,934.5,3
485,9387,carpooling,8850.0,710.0,934.5,3
488,1061,bus,4963.12,1065.62,505.2,2
488,1061,carpooling,5250.0,450.0,505.2,2
504,6,bus,1813.33,665.0,394.69,2
504,6,train,6334.0,436.0,394.69,2
504,21,bus,3700.0,1370.0,769.6,2
504,21,carpooling,7033.33,580.0,769.6,2
504,21,train,13371.25,779.88,769.6,2
504,28,bus,4292.5,1466.25,656.06,2
504,30,bus,3690.0,937.5,490.69,2
504,30,train,8716.67,614.0,490.69,2
504,33,carpooling,2700.0,310.0,295.59,2
504,57,bus,1469.41,735.88,85.99,1
504,57,carpooling,764.29,75.71,85.99,1
504,76,bus,3280.0,692.22,337.87,2
504,76,carpooling,3942.86,351.43,337.87,2
504,171,bus,4800.0,1050.0,891.91,3
504,171,train,14188.89,437.89,891.91,3
504,173,carpooling,1350.0,120.0,135.62,1
504,173,train,3107.65,286.82,135.62,1
504,185,bus,1646.0,847.0,389.83,2
504,185,carpooling,3475.0,300.0,389.83,2
504,189,bus,4345.0,1110.0,721.27,2
504,189,train,15714.0,1464.6,721.27,2
504,200,carpooling,3477.27,310.91,329.47,2
504,200,train,5230.0,946.5,329.47,2
504,204,bus,4125.71,1363.0,553.76,2
504,204,carpooling,5337.5,495.0,553.76,2
504,204,train,12300.0,802.67,553.76,2
504,277,bus,5150.0,1168.33,798.51,2
504,279,bus,3083.33,1181.67,111.63,1
504,279,carpooling,1191.67,101.67,111.63,1
504,453,bus,4126.67,1127.5,834.65,3
504,453,carpooling,7375.0,635.0,834.65,3
504,455,bus,4027.37,694.47,430.37,2
504,455,carpooling,5150.0,428.89,430.37,2
504,455,train,8684.0,700.56,430.37,2
504,485,bus,1720.0,716.0,277.63,2
504,485,carpooling,2317.18,211.23,277.63,2
504,485,train,3245.0,326.3,277.63,2
504,524,bus,2473.75,1081.88,649.52,2
504,524,carpooling,5739.58,500.42,649.52,2
504,530,carpooling,1550.0,340.0,204.79,2
504,542,bus,1766.67,840.0,122.07,1
504,542,carpooling,1425.0,130.0,122.07,1
504,554,bus,3623.33,1525.0,517.6,2
504,554,carpooling,5416.67,473.33,517.6,2
504,554,train,7969.0,344.0,517.6,2
504,580,bus,1184.71,533.82,154.1,1
504,580,carpooling,1573.68,153.68,154.1,1
504,585,bus,2038.0,315.0,101.13,1
504,628,bus,4418.63,1546.37,659.56,2
504,628,carpooling,5889.38,507.37,659.56,2
504,628,train,9340.03,542.06,659.56,2
504,635,bus,4880.0,1230.0,464.17,2
504,635,carpooling,4560.71,372.14,464.17,2
504,635,train,7926.67,629.33,464.17,2
504,657,bus,5083.33,1406.67,538.88,2
504,673,bus,6504.29,1808.57,1021.61,3
504,697,carpooling,7950.0,640.0,762.3,2
504,697,train,16160.0,1038.0,762.3,2
504,709,bus,4772.17,1336.96,603.34,2
504,809,bus,4090.0,1827.5,615.06,2
504,809,carpooling,4400.0,930.0,615.06,2
504,845,bus,1974.55,768.64,318.14,2
504,845,carpooling,3011.9,275.48,318.14,2
504,847,bus,4090.0,1040.0,842.7,3
504,847,carpooling,7300.0,710.0,842.7,3
504,848,bus,5335.0,815.0,582.54,2
504,1088,carpooling,3345.24,291.9,329.56,2
504,1088,train,8055.0,338.5,329.56,2
504,2181,carpooling,5900.0,880.0,647.82,2
504,3973,carpooling,1550.0,205.0,163.66,1
504,3973,train,3965.0,273.5,163.66,1
504,5467,train,2800.0,380.1,138.59,1
504,5502,carpooling,7550.0,685.0,1014.61,3
504,5502,train,25900.0,670.67,1014.61,3
504,5520,carpooling,3100.0,240.0,329.93,2
504,5520,train,5640.0,758.0,329.93,2
504,5782,carpooling,6487.5,557.5,694.18,2
504,5798,bus,6597.78,1276.11,672.02,2
504,5798,carpooling,6350.0,580.0,672.02,2
504,6025,carpooling,3000.0,210.0,276.34,2
504,6025,train,5268.0,264.6,276.34,2
504,6031,train,6570.0,365.0,254.09,2
504,7138,carpooling,6750.0,710.0,709.98,2
504,7507,bus,8500.0,1150.0,816.25,3
504,10165,train,3490.0,222.88,142.0,1
524,28,bus,3555.0,645.83,530.84,2
524,28,carpooling,4412.5,397.5,530.84,2
524,28,train,11500.0,269.5,530.84,2
524,277,bus,2695.0,705.0,211.61,2
524,277,carpooling,1700.0,190.0,211.61,2
524,277,train,5736.67,420.0,211.61,2
524,628,bus,2104.62,778.46,281.08,2
524,628,carpooling,2636.36,219.09,281.08,2
524,843,bus,5053.33,1056.67,665.54,2
524,843,carpooling,5740.0,500.0,665.54,2
524,843,train,15992.86,1023.57,665.54,2
524,1061,bus,3205.83,785.0,232.97,2
524,1061,carpooling,2052.17,178.7,232.97,2
528,295,bus,1680.0,737.5,118.57,1
528,295,carpooling,1057.89,112.11,118.57,1
528,504,bus,3569.0,657.5,387.4,2
528,504,carpooling,3250.0,430.0,387.4,2
528,504,train,8773.33,2241.67,387.4,2
531,200,bus,5155.0,1330.0,626.71,2
534,809,bus,2992.5,608.75,381.14,2
534,809,train,11322.5,263.75,381.14,2
535,872,bus,4220.0,1800.0,301.53,2
535,872,train,7393.0,672.3,301.53,2
535,7168,bus,5106.67,1414.17,369.17,2
536,628,bus,2620.0,851.67,361.87,2
538,453,bus,4935.0,902.5,797.87,2
538,453,train,16160.0,838.75,797.87,2
538,542,carpooling,3200.0,390.0,356.62,2
538,542,train,8781.43,480.71,356.62,2
539,76,bus,2790.0,1230.0,403.67,2
539,317,bus,1933.33,375.0,109.23,1
539,317,carpooling,1114.29,117.14,109.23,1
539,611,carpooling,3975.0,405.0,439.72,2
541,809,carpooling,3350.0,440.0,460.46,2
542,28,bus,5090.0,750.0,554.21,2
542,28,train,14100.0,447.0,554.21,2
542,197,bus,3796.67,1398.33,536.85,2
542,197,carpooling,6066.67,506.67,536.85,2
542,317,bus,1325.0,367.5,227.19,2
542,317,carpooling,2238.46,209.23,227.19,2
542,440,bus,4538.57,1352.86,763.92,2
542,440,carpooling,7316.67,616.67,763.92,2
542,440,train,12007.69,424.85,763.92,2
542,485,carpooling,2257.69,209.23,250.84,2
542,485,train,5203.75,381.75,250.84,2
542,530,bus,1200.0,365.0,87.1,1
542,530,carpooling,857.14,88.04,87.1,1
542,530,train,3373.33,228.67,87.1,1
542,556,bus,5790.0,1700.0,777.71,2
542,562,bus,3962.0,1149.5,586.58,2
542,628,bus,3093.33,1483.33,595.3,2
542,628,carpooling,5684.62,481.54,595.3,2
542,628,train,9786.88,381.12,595.3,2
542,630,bus,4030.77,1173.85,527.82,2
542,697,bus,3780.45,1308.41,659.32,2
542,697,carpooling,6966.67,560.0,659.32,2
542,697,train,14184.0,1399.6,659.32,2
542,732,carpooling,2233.33,243.33,207.95,2
542,732,train,5896.25,351.69,207.95,2
542,845,bus,2390.0,520.0,198.55,1
542,845,carpooling,1802.26,165.11,198.55,1
542,845,train,3926.43,197.86,198.55,1
542,872,bus,1275.0,455.0,166.25,1
542,872,carpooling,1554.0,144.6,166.25,1
542,1061,bus,5420.0,993.33,804.61,3
542,1061,carpooling,6675.0,550.0,804.61,3
542,2181,carpooling,5337.5,495.0,583.51,2
542,5461,carpooling,1618.75,188.75,146.68,1
542,7507,bus,5130.0,18343.75,722.19,2
542,7689,carpooling,850.0,90.0,87.13,1
542,7689,train,2426.36,147.36,87.13,1
546,562,bus,1766.67,793.33,227.67,2
548,628,bus,2690.0,1215.0,264.62,2
548,628,carpooling,2300.0,200.0,264.62,2
548,628,train,4199.47,573.84,264.62,2
554,485,bus,2275.0,749.17,291.21,2
554,485,carpooling,2925.22,251.59,291.21,2
554,485,train,5340.71,254.18,291.21,2
554,504,bus,4145.0,1510.0,517.6,2
554,628,bus,3574.0,1313.33,388.95,2
554,628,carpooling,3634.85,354.85,388.95,2
554,814,bus,1450.0,438.75,178.2,1
554,814,carpooling,1900.0,190.0,178.2,1
554,814,train,6708.33,188.83,178.2,1
554,5121,bus,1722.5,499.38,64.43,1
554,5121,carpooling,600.0,60.0,64.43,1
556,628,bus,3856.67,1217.5,684.33,2
556,628,carpooling,5750.0,525.0,684.33,2
556,628,train,13190.91,976.73,684.33,2
557,212,bus,2454.29,732.86,243.02,2
557,212,carpooling,1900.0,300.0,243.02,2
557,580,bus,8190.0,1580.0,922.94,3
557,714,bus,5940.0,775.0,537.84,2
557,714,carpooling,3400.0,430.0,537.84,2
560,21,carpooling,3350.0,250.0,310.65,2
560,21,train,7745.56,333.33,310.65,2
560,76,bus,4647.5,1065.25,865.74,3
560,99,bus,5395.0,1887.5,668.68,2
560,453,bus,2723.33,558.33,312.55,2
560,453,carpooling,3234.38,273.44,312.55,2
560,453,train,6760.0,346.0,312.55,2
560,562,bus,3531.36,957.95,591.54,2
560,562,carpooling,5662.5,462.5,591.54,2
560,562,train,13169.7,662.7,591.54,2
560,580,bus,4152.86,977.57,560.32,2
560,580,carpooling,6387.5,585.0,560.32,2
560,628,bus,1788.0,567.0,278.93,2
560,628,carpooling,2269.23,297.69,278.93,2
560,628,train,5195.0,627.0,278.93,2
560,726,bus,1600.0,935.0,90.41,1
560,726,carpooling,775.0,140.0,90.41,1
562,23,bus,4827.0,897.0,730.67,2
562,23,carpooling,3950.0,950.0,730.67,2
562,23,train,14000.0,519.0,730.67,2
562,28,carpooling,624.36,67.18,76.52,1
562,99,bus,5790.0,1305.0,1216.2,3
562,126,bus,1640.0,765.0,278.32,2
562,126,carpooling,2602.92,220.92,278.32,2
562,126,train,3370.0,640.0,278.32,2
562,453,carpooling,4800.0,427.0,504.61,2
562,453,train,10140.0,380.0,504.61,2
562,472,bus,1264.74,817.5,148.89,1
562,472,carpooling,1275.64,135.13,148.89,1
562,485,bus,3211.67,1509.17,513.55,2
562,485,carpooling,5250.0,423.33,513.55,2
562,504,bus,4534.42,1270.19,695.15,2
562,504,carpooling,7423.33,658.0,695.15,2
562,504,train,15377.63,957.87,695.15,2
562,534,bus,2493.33,1008.33,325.27,2
562,534,carpooling,3175.0,290.0,325.27,2
562,534,train,9092.86,389.71,325.27,2
562,542,bus,3963.0,1213.5,586.58,2
562,542,carpooling,6600.0,550.0,586.58,2
562,546,bus,1914.29,1087.86,227.67,2
562,580,bus,5821.67,1295.0,788.39,2
562,580,carpooling,8716.67,680.0,788.39,2
562,580,train,19080.0,955.6,788.39,2
562,628,bus,2350.85,715.52,338.32,2
562,628,carpooling,2912.96,240.34,338.32,2
562,628,train,5723.1,502.42,338.32,2
562,697,bus,1397.14,1072.14,93.47,1
562,697,carpooling,720.17,82.17,93.47,1
562,809,bus,3205.56,939.44,706.35,2
562,843,bus,4826.67,1345.0,741.73,2
562,845,bus,4780.0,695.0,466.01,2
562,845,carpooling,4412.5,377.5,466.01,2
